EOTV.ElapsedDays,EOTV.ElapsedSecs,EOTV.RAPTank1.FuelMass,REV,AOL,EOTV.EarthMJ2000Eq.AOP,EOTV.Earth.SMA,EOTV.EarthMJ2000Eq.RAAN,EOTV.Earth.ECC,EOTV.EarthMJ2000Eq.INC,EOTV.Earth.OrbitPeriod,EOTV.HET1.ThrustDirection1,EOTV.HET1.ThrustDirection2,EOTV.HET1.ThrustDirection3,EOTV.EOTVSolarArrays.ThrustPowerAvailable,EOTV.Earth.BetaAngle,EOTV.TotalMass
0,0,3600,0,0,314.1905515,6878.136,306.6148022,0.01,28.5,5676.976793,1,0,0,200866.0144,-8.64301572,24096
0.000694444,59.99999988,3600,0,0,313.9188165,6877.8594,306.6083699,0.009961558,28.49792904,5676.634352,1,0,0,200864.9212,-8.646977976,24096
0.002095262,181.0306258,3600,0,0,313.393815,6877.363099,306.5937933,0.009903181,28.49419064,5676.019931,1,0,0,200862.7259,-8.655365245,24096
0.003578684,309.1982811,3600,0,0,312.9159575,6876.957484,306.5764005,0.009861621,28.4911029,5675.517795,1,0,0,200860.4514,-8.664545287,24096
0.00506848,437.9166372,3600,0,0,312.5451136,6876.703538,306.5575109,0.00982905,28.48913102,5675.203428,1,0,0,200858.2628,-8.673708816,24096
0.006563802,567.1124867,3600,0,0,312.2762417,6876.62099,306.5378439,0.009793403,28.48843218,5675.10124,1,0,0,200856.2053,-8.68248362,24096
0.008063089,696.6509289,3600,0,0,312.0716479,6876.715676,306.5181941,0.009744938,28.48906015,5675.218453,1,0,0,200854.3224,-8.690524191,24096
0.009565182,826.4316909,3600,0,0,311.8697194,6876.978913,306.4993502,0.009678375,28.49095934,5675.544323,1,0,0,200852.6536,-8.697547599,24096
0.011068856,956.3491526,3600,0,0,311.597823,6877.388428,306.4820334,0.009594173,28.4939704,5676.051287,1,0,0,200851.2335,-8.703354289,24096
0.012572423,1086.257361,3600,0,0,311.1871993,6877.910259,306.4668411,0.009498767,28.49784315,5676.697317,1,0,0,200850.0916,-8.70784328,24096
0.014074357,1216.024454,3600,0,0,310.5882529,6878.501988,306.45419,0.009403631,28.50225982,5677.429909,1,0,0,200849.2506,-8.711022259,24096
0.015573198,1345.524277,3600,0,0,309.7843311,6879.116516,306.4442864,0.009323345,28.50686329,5678.190763,1,0,0,200848.7259,-8.713004058,24096
0.017067583,1474.639202,3600,0,0,308.8006596,6879.706083,306.4371145,0.009272884,28.51128793,5678.920742,1,0,0,200848.5255,-8.713994515,24096
0.018556752,1603.303402,3600,0,0,307.7042346,6880.22623,306.432444,0.009264619,28.51519097,5679.564795,1,0,0,200848.6501,-8.71427277,24096
0.020040022,1731.457889,3600,0,0,306.5934757,6880.638777,306.4298589,0.009305757,28.5182769,5680.075634,1,0,0,200849.0933,-8.714166084,24096
0.021517102,1859.077649,3600,0,0,305.5782397,6880.914375,306.4287957,0.009396828,28.52031868,5680.416903,1,0,0,200849.8427,-8.714023469,24096
0.022988171,1986.177949,3600,0,0,304.7570246,6881.03409,306.42859,0.009531651,28.52117132,5680.565146,1,0,0,200850.88,-8.714189526,24096
0.024453572,2112.788636,3600,0,0,304.1990048,6880.990188,306.428526,0.009698649,28.52077842,5680.510782,1,0,0,200852.1822,-8.714980791,24096
0.025914107,2238.978806,3600,0,0,303.9350541,6880.786332,306.4278859,0.009883064,28.51917338,5680.258348,1,0,0,200853.7225,-8.716665675,24096
0.027370678,2364.826537,3600,0,0,303.958481,6880.437218,306.4259952,0.010069359,28.51647511,5679.826051,1,0,0,200855.4701,-8.719448172,24096
0.028824326,2490.421791,3600,0,0,304.2318249,6879.967783,306.4222654,0.01024341,28.51287986,5679.244779,1,0,0,200857.3915,-8.723455565,24096
0.030276227,2615.866003,3600,0,0,304.6963901,6879.411923,306.4162308,0.010394218,28.50864892,5678.556521,1,0,0,200859.4505,-8.728730396,24096
0.031727493,2741.255386,3600,0,0,305.2819604,6878.810798,306.4075807,0.010515045,28.50409337,5677.812245,1,0,0,200861.6085,-8.73522596,24096
0.033179258,2866.687848,3600,0,0,305.9159363,6878.210466,306.3961845,0.010604038,28.49955485,5677.068986,1,0,0,200863.8253,-8.742807182,24096
0.034632297,2992.230453,3600,0,0,306.5317509,6877.659096,306.3821109,0.010664268,28.49538438,5676.386373,1,0,0,200866.0585,-8.751254357,24096
0.036087183,3117.932613,3600,0,0,307.0772387,6877.203308,306.3656341,0.010703192,28.49191667,5675.822114,1,0,0,200868.2648,-8.76027523,24096
0.037544044,3243.805414,3600,0,0,307.5222402,6876.884179,306.3472275,0.01073141,28.48944343,5675.427049,1,0,0,200870.3999,-8.769521773,24096
0.039002822,3369.843798,3600,0,0,307.8643532,6876.732965,306.3275353,0.010760736,28.48818582,5675.239856,1,0,0,200872.4202,-8.778616769,24096
0.040462919,3495.996159,3600,0,0,308.1301977,6876.767359,306.3073321,0.010801763,28.48827108,5675.282433,1,0,0,200874.2832,-8.787182329,24096
0.041923607,3622.199622,3600,0,0,308.3705342,6876.98871,306.2874554,0.010861414,28.48971507,5675.556451,1,0,0,200875.9493,-8.794876354,24096
0.043384089,3748.385315,3600,0,0,308.6487335,6877.381053,306.2687298,0.010941101,28.49241614,5676.042157,1,0,0,200877.3829,-8.801425653,24096
0.044843575,3874.484903,3600,0,0,309.0254406,6877.912191,306.2518897,0.011036081,28.49616117,5676.699708,1,0,0,200878.5538,-8.806653599,24096
0.046301675,4000.464686,3600,0,0,309.5441936,6878.536911,306.2375051,0.011136266,28.50064498,5677.473147,1,0,0,200879.4377,-8.810499031,24096
0.046732948,4037.72671,3600,0,0,309.7282389,6878.732017,306.233777,0.011164982,28.50206066,5677.714707,1,0,0,200879.6415,-8.811377632,24096
0.047427392,4097.72671,3599.91922,0,313.6230767,310.0557181,6879.146129,306.2288382,0.011222577,28.50415709,5678.227427,0.729084909,-0.684423258,0,200879.9127,-8.812467369,24095.91922
0.048812463,4217.396818,3599.758104,0,321.3885347,310.8218605,6879.957318,306.220914,0.011321633,28.50826948,5679.231821,0.685117371,-0.728432693,0,200880.2394,-8.813909654,24095.7581
0.050271545,4343.461478,3599.588379,0,329.5623488,311.7607401,6880.744262,306.2152393,0.011392123,28.51218254,5680.206253,0.648712192,-0.761033831,0,200880.2698,-8.814590322,24095.58838
0.051722628,4468.835081,3599.419584,0,337.6817678,312.7740951,6881.411569,306.2119654,0.011417801,28.51530067,5681.032588,0.622038617,-0.782986564,0,200879.9799,-8.814742663,24095.41958
0.053174218,4594.252444,3599.25073,0,345.7918567,313.7997856,6881.927139,306.2105075,0.011393787,28.51736014,5681.671053,0.604133961,-0.796882775,0,200879.376,-8.814747301,24095.25073
0.054625914,4719.679011,3599.081864,0,353.8881324,314.765769,6882.266788,306.2101734,0.011320133,28.51815939,5682.091676,0.594391985,-0.804175458,0,200878.4703,-8.814990623,24095.08186
0.056078177,4845.154516,3598.912932,0,361.9712691,315.6040444,6882.421089,306.210182,0.011202257,28.51760095,5682.282766,0.592428094,-0.805623332,0,200877.2801,-8.815838372,24094.91293
0.057531819,4970.749139,3598.743839,0,370.0442297,316.2576698,6882.395112,306.2097286,0.011050161,28.51569533,5682.250596,0.598136694,-0.801394095,0,200875.8282,-8.81760688,24094.74384
0.058987287,5096.501593,3598.574534,0,378.1082591,316.6874506,6882.207421,306.2080482,0.010877185,28.51255903,5682.018154,0.611695588,-0.791093236,0,200874.142,-8.820538496,24094.57453
0.060445313,5222.475032,3598.404932,0,386.1664595,316.8784803,6881.888277,306.2044739,0.01069817,28.50840368,5681.622926,0.6335471,-0.773704124,0,200872.2533,-8.824784478,24094.40493
0.061906489,5348.720641,3598.234963,0,394.2214301,316.844029,6881.477243,306.1984868,0.010527407,28.5035196,5681.113915,0.664331073,-0.747438443,0,200870.1975,-8.830393751,24094.23496
0.063371496,5475.297289,3598.064548,0,402.2765084,316.6256362,6881.020355,306.1897542,0.010376459,28.49825314,5680.548138,0.704717016,-0.709488497,0,200868.013,-8.83731013,24094.06455
0.064840942,5602.257398,3597.893617,0,410.3348548,316.2875153,6880.567132,306.1781571,0.010252333,28.49298147,5679.986918,0.754997431,-0.655727747,0,200865.7409,-8.845375395,24093.89362
0.06631533,5729.644504,3597.722112,0,418.3992963,315.9051919,6880.167385,306.1638039,0.010156344,28.48808472,5679.491931,0.814233226,-0.5805379,0,200863.4244,-8.85433901,24093.72211
0.06779515,5857.501,3597.549974,0,426.472821,315.5502957,6879.867753,306.1470293,0.010084039,28.48391649,5679.120922,0.878742338,-0.477296452,0,200861.1076,-8.863874865,24093.54997
0.069280504,5985.835521,3597.377193,0,434.5565326,315.2754133,6879.708037,306.1283822,0.010026312,28.48077538,5678.923162,0.940187293,-0.340657974,0,200858.8358,-8.873601535,24093.37719
0.070771374,6114.646736,3597.20377,0,442.6511867,315.1026576,6879.71704,306.1085848,0.009971514,28.47887554,5678.934309,0.985190128,-0.171465483,0,200856.6541,-8.883114499,24093.20377
0.072267324,6243.896759,3597.029756,0,450.7555626,315.0190389,6879.908784,306.0884705,0.009908198,28.47832385,5679.171726,0.999839068,0.017939849,0,200854.6068,-8.892023299,24093.02976
0.07376759,6373.519781,3596.85524,0,458.8670699,314.979521,6880.280514,306.0688885,0.009827799,28.47910832,5679.632011,0.978705147,0.205271127,0,200852.7362,-8.899995509,24092.85524
0.075271046,6503.418364,3596.680353,0,466.9815626,314.9168272,6880.814111,306.0506095,0.009726558,28.48110475,5680.292747,0.929306481,0.369309442,0,200851.0815,-8.906790601,24092.68035
0.076776126,6633.457315,3596.505277,0,475.0929606,314.7547694,6881.47989,306.0342652,0.00960636,28.48409635,5681.117193,0.866139899,0.499801636,0,200849.6776,-8.912273469,24092.50528
0.078281344,6763.508127,3596.330185,0,483.195975,314.4221825,6882.240375,306.0203166,0.009474617,28.48779699,5682.058966,0.801930476,0.597417368,0,200848.5534,-8.916414361,24092.33018
0.0797849,6893.415344,3596.155286,0,491.283937,313.8670072,6883.052544,306.0090455,0.00934348,28.49187166,5683.064799,0.74412267,0.668043002,0,200847.7315,-8.919281338,24092.15529
0.081285412,7023.059571,3595.980742,0,499.3526429,313.0696617,6883.870504,306.0005343,0.009228102,28.4959615,5684.077866,0.695750369,0.718283666,0,200847.2269,-8.921035097,24091.98074
0.082781535,7152.324656,3595.806708,0,507.3982257,312.0533154,6884.648259,305.994663,0.009144156,28.49970923,5685.041193,0.657389167,0.753551248,0,200847.047,-8.921916459,24091.80671
0.084272317,7281.128157,3595.633295,0,515.4189629,310.8858735,6885.343263,305.9911146,0.009104845,28.50278769,5685.90207,0.628563102,0.777758592,0,200847.1921,-8.922228967,24091.63329
0.085757328,7409.433126,3595.460553,0,523.4159237,309.6703298,6885.919657,305.9894011,0.009118184,28.50492488,5686.616062,0.608512944,0.793543948,0,200847.6555,-8.922315253,24091.46055
0.087236299,7537.216258,3595.288514,0,531.3909026,308.5248078,6886.350653,305.9889025,0.009185322,28.50592288,5687.149967,0.596556128,0.802571359,0,200848.4241,-8.922530802,24091.28851
0.08870944,7664.495645,3595.117154,0,539.3480738,307.5575265,6886.620356,305.9889142,0.009300387,28.50567134,5687.484075,0.592225366,0.805772372,0,200849.4797,-8.923217818,24091.11715
0.090177144,7791.305234,3594.946426,0,547.2923313,306.8463536,6886.724464,305.988699,0.009451818,28.5041532,5687.613045,0.595322586,0.803486788,0,200850.799,-8.924681153,24090.94643
0.091640227,7917.715636,3594.776235,0,555.2305358,306.4281418,6886.670298,305.9875381,0.009624706,28.50144377,5687.545944,0.605932006,0.795516439,0,200852.3547,-8.927168246,24090.77623
0.093099555,8043.801559,3594.606481,0,563.1694267,306.2991284,6886.476137,305.984779,0.009803345,28.49770466,5687.305415,0.624412449,0.781094805,0,200854.116,-8.930853008,24090.60648
0.094556129,8169.64954,3594.437047,0,571.1160614,306.4223651,6886.17013,305.9798786,0.009973545,28.49317257,5686.926339,0.651359253,0.75876948,0,200856.049,-8.93582466,24090.43705
0.096010994,8295.34984,3594.267813,0,579.0772653,306.7382998,6885.78882,305.9724406,0.010124364,28.48814422,5686.453989,0.687494187,0.726189881,0,200858.1171,-8.942081106,24090.26781
0.097465255,8420.998021,3594.098648,0,587.0596974,307.1755143,6885.375283,305.9622445,0.010249249,28.48295757,5685.941733,0.733390248,0.679807872,0,200860.2817,-8.94952741,24090.09865
0.098919789,8546.66977,3593.929452,0,595.0682195,307.6604519,6884.97695,305.9492703,0.010346573,28.47797102,5685.448325,0.788838143,0.614600995,0,200862.5017,-8.957977421,24089.92945
0.100375416,8672.435908,3593.760128,0,603.1068171,308.1265307,6884.642725,305.9337108,0.01041966,28.47353802,5685.034338,0.851625514,0.524150727,0,200864.7349,-8.967162776,24089.76013
0.101832709,8798.346053,3593.590611,0,611.1775408,308.5228539,6884.419434,305.915974,0.010476164,28.46998022,5684.757764,0.915651301,0.401973501,0,200866.9379,-8.97674637,24089.59061
0.103292019,8924.430433,3593.420859,0,619.2806184,308.8224503,6884.347294,305.896667,0.01052674,28.46755797,5684.668411,0.969435033,0.245348153,0,200869.0668,-8.986344999,24089.42086
0.104753265,9050.68213,3593.250882,0,627.4133399,309.0282997,6884.454726,305.8765547,0.010582931,28.46644196,5684.801478,0.998119864,0.061292224,0,200871.0781,-8.995560758,24089.25088
0.10621602,9177.064171,3593.08073,0,635.5705748,309.1741882,6884.753745,305.8564827,0.010654539,28.46669113,5685.171852,0.99138956,-0.130945559,0,200872.9296,-9.004023758,24089.08073
0.107679595,9303.516977,3592.910482,0,643.7453546,309.3176227,6885.238184,305.8372799,0.010747169,28.46824649,5685.771909,0.951506923,-0.307627331,0,200874.582,-9.011434381,24088.91048
0.109143069,9429.961121,3592.740246,0,651.9291646,309.5258519,6885.885438,305.8196764,0.010860753,28.4709419,5686.573673,0.89149962,-0.453021442,0,200875.9997,-9.017589858,24088.74025
0.110605656,9556.328717,3592.570113,0,660.11408,309.8598696,6886.659776,305.804255,0.01098935,28.47452357,5687.532908,0.82589555,-0.563823146,0,200877.1528,-9.02239346,24088.57011
0.11206656,9682.550803,3592.400175,0,668.2920576,310.3610323,6887.515049,305.7914276,0.011122033,28.47866972,5688.592467,0.764510736,-0.644610995,0,200878.0171,-9.025853062,24088.40018
0.11352549,9808.602352,3592.230468,1,316.4579623,311.0431636,6888.397941,305.7814076,0.011244731,28.48301428,5689.686309,0.711963659,-0.702216312,0,200878.5754,-9.028080035,24088.23047
0.114982341,9934.474249,3592.061002,1,324.6078557,311.890574,6889.251895,305.7741934,0.011342596,28.48717335,5690.744368,0.669590898,-0.742730119,0,200878.8171,-9.029281431,24088.061
0.116437528,10060.20242,3591.89173,1,332.7409637,312.8616728,6890.022395,305.7695613,0.011402508,28.49077686,5691.699081,0.637182926,-0.770712605,0,200878.7381,-9.029746132,24087.89173
0.11789144,10185.8204,3591.722606,1,340.856657,313.8955003,6890.661866,305.7670824,0.011415139,28.49349781,5692.491479,0.614025667,-0.789286058,0,200878.3407,-9.029822396,24087.72261
0.119345211,10311.42622,3591.553498,1,348.9587983,314.9206,6891.134483,305.7661537,0.011376359,28.49508068,5693.077144,0.599380585,-0.800464187,0,200877.6329,-9.029890306,24087.5535
0.120799388,10437.06715,3591.384343,1,357.0483002,315.8626902,6891.418751,305.766048,0.011287814,28.49535998,5693.429418,0.592710932,-0.805415266,0,200876.6284,-9.03033117,24087.38434
0.122254816,10562.8161,3591.215043,1,365.1280563,316.653781,6891.509448,305.7659712,0.011156701,28.49427513,5693.541814,0.59374245,-0.804655146,0,200875.3461,-9.031496904,24087.21504
0.123712077,10688.72347,3591.04553,1,373.1998234,317.2400553,6891.417389,305.7651262,0.010994793,28.49187472,5693.42773,0.602487262,-0.798128498,0,200873.8103,-9.033681593,24087.04553
0.125171763,10814.84028,3590.875734,1,381.265696,317.5896248,6891.167917,305.7627766,0.010816776,28.4883122,5693.118577,0.619236039,-0.785204896,0,200872.0497,-9.037098205,24086.87573
0.126634261,10941.20016,3590.705612,1,389.3269365,317.6983251,6890.798221,305.758306,0.010638119,28.48383356,5692.660447,0.644520818,-0.764586761,0,200870.0979,-9.041861511,24086.70561
0.128100058,11067.84502,3590.535105,1,397.3856039,317.5921602,6890.35385,305.7512653,0.010472695,28.47875665,5692.109797,0.679020201,-0.734119586,0,200867.9914,-9.047980101,24086.53511
0.129569638,11194.8167,3590.364159,1,405.4439989,317.3243201,6889.885007,305.7414086,0.010330609,28.47344612,5691.528842,0.72331568,-0.690517507,0,200865.7702,-9.055355942,24086.36416
0.131043539,11322.16178,3590.19271,1,413.5049604,316.9661907,6889.442879,305.7287124,0.010216636,28.46828515,5690.981007,0.7773436,-0.629076249,0,200863.4762,-9.063791907,24086.19271
0.132522309,11449.92747,3590.020694,1,421.5716001,316.5935583,6889.076211,305.7133812,0.010129636,28.46364625,5690.526688,0.839300957,-0.543667089,0,200861.153,-9.073005418,24086.02069
0.134006251,11578.14011,3589.848077,1,429.6459479,316.2712129,6888.828075,305.695841,0.010063114,28.4598627,5690.219241,0.903882856,-0.427780064,0,200858.8453,-9.082646442,24085.84808
0.135495713,11706.82963,3589.674818,1,437.730519,316.0395994,6888.732453,305.6767102,0.010006821,28.45719925,5690.100766,0.960645651,-0.277776769,0,200856.598,-9.092325061,24085.67482
0.13699054,11835.98269,3589.500934,1,445.8253986,315.9068828,6888.8109,305.6567575,0.009949147,28.4558276,5690.197962,0.995130194,-0.098569248,0,200854.456,-9.101641251,24085.50093
0.138490387,11965.56946,3589.326467,1,453.9299817,315.8476928,6889.069758,305.6368208,0.009879755,28.45580726,5690.518692,0.995679738,0.092853966,0,200852.4627,-9.110227428,24085.32647
0.139994457,12095.52109,3589.151509,1,462.0416241,315.8089434,6889.499779,305.6177151,0.009791889,28.45708215,5691.05151,0.961992096,0.273077291,0,200850.6595,-9.117786964,24085.15151
0.141501511,12225.73057,3588.976203,1,470.1557301,315.7207052,6890.078755,305.6001508,0.009683773,28.45949319,5691.768917,0.905423851,0.424508715,0,200849.0843,-9.124120048,24084.9762
0.143010012,12356.06504,3588.800729,1,478.2665082,315.5090085,6890.775268,305.5846893,0.009559057,28.46279934,5692.632005,0.840596395,0.54166198,0,200847.7702,-9.129130138,24084.80073
0.144518233,12486.3753,3588.625288,1,486.3675032,315.1089227,6891.551284,305.5717255,0.009426572,28.46669808,5693.593659,0.778270173,0.627929564,0,200846.7445,-9.132820029,24084.62529
0.146024431,12616.51085,3588.450082,1,494.4524551,314.4780773,6892.363893,305.5614726,0.009299358,28.47084578,5694.600719,0.723949515,0.689852955,0,200846.0273,-9.135287271,24084.45008
0.147527143,12746.34519,3588.275281,1,502.5167901,313.6094786,6893.167604,305.553946,0.009192808,28.47488185,5695.59681,0.679497304,0.733678004,0,200845.6312,-9.136717831,24084.27528
0.149025077,12875.76669,3588.101037,1,510.5569642,312.5401243,6893.917294,305.5489602,0.009122036,28.47845519,5696.526001,0.644950693,0.764224184,0,200845.5612,-9.13737353,24084.10104
0.150517274,13004.69244,3587.927459,1,518.5712378,311.3502033,6894.571803,305.5461388,0.009098864,28.48125187,5697.337264,0.619660677,0.784869827,0,200845.8151,-9.137573245,24083.92746
0.152003473,13133.10004,3587.75458,1,526.5615649,310.1498319,6895.097423,305.5449429,0.009129282,28.48301982,5697.988796,0.602865635,0.797842733,0,200846.3838,-9.137668552,24083.75458
0.153483472,13260.972,3587.582421,1,534.5300546,309.0568384,6895.470296,305.5447136,0.009212135,28.4835862,5698.451005,0.593955208,0.804498111,0,200847.2524,-9.13801697,24083.58242
0.154957654,13388.34128,3587.41094,1,542.4817364,308.1714517,6895.678373,305.5447215,0.009339448,28.48286997,5698.708941,0.592561282,0.805525374,0,200848.4006,-9.138955618,24083.41094
0.156426822,13515.27739,3587.240041,1,550.4236392,307.5581848,6895.722,305.5442198,0.009498204,28.48088572,5698.763023,0.598595928,0.801051131,0,200849.8041,-9.140777456,24083.24004
0.157891717,13641.84432,3587.06964,1,558.3621056,307.2390151,6895.613654,305.5424972,0.009672865,28.47774223,5698.628714,0.612254326,0.790660888,0,200851.4343,-9.143710608,24083.06964
0.159353331,13768.12783,3586.89962,1,566.3044473,307.1965037,6895.37694,305.538927,0.009848044,28.47363445,5698.335281,0.633997182,0.773335356,0,200853.2592,-9.147902797,24082.89962
0.160812618,13894.21017,3586.729871,1,574.2573117,307.383447,6895.044894,305.5330125,0.010010679,28.46883075,5697.923683,0.664489252,0.747297821,0,200855.2441,-9.153410094,24082.72987
0.162270664,14020.18538,3586.560266,1,582.2276,307.734485,6894.657769,305.5244227,0.010151594,28.46365448,5697.443821,0.704441893,0.709761663,0,200857.3514,-9.160192271,24082.56027
0.163728294,14146.12457,3586.390709,1,590.2202387,308.1771111,6894.260591,305.5130237,0.010266295,28.45846352,5696.951512,0.754215175,0.656627344,0,200859.5414,-9.168111533,24082.39071
0.165186365,14272.10197,3586.221102,1,598.2397895,308.6414861,6893.900287,305.4988945,0.010355219,28.45362406,5696.504922,0.812992575,0.582274053,0,200861.7725,-9.176940071,24082.2211
0.166645434,14398.16552,3586.051378,1,606.2885575,309.0689667,6893.622663,305.4823366,0.010423332,28.44948409,5696.16082,0.877262935,0.480010149,0,200864.0015,-9.186370801,24082.05138
0.168106048,14524.36254,3585.881474,1,614.3682213,309.4199189,6893.468803,305.4638604,0.010479175,28.4463431,5695.97012,0.938884854,0.344231362,0,200866.185,-9.196038822,24081.88147
0.169568304,14650.70143,3585.71138,1,622.4773991,309.6799529,6893.471101,305.4441598,0.010533243,28.44442392,5695.972968,0.984501762,0.175374687,0,200868.2789,-9.205546774,24081.71138
0.171032368,14777.19656,3585.541075,1,630.6145744,309.8633011,6893.649122,305.4240442,0.010595855,28.44384662,5696.193613,0.999893513,-0.014593207,0,200870.2407,-9.214505863,24081.54107
0.172497824,14903.81202,3585.370608,1,638.7745718,310.0103631,6894.006881,305.4043587,0.010674804,28.44461538,5696.637041,0.979130018,-0.203234858,0,200872.0293,-9.222574601,24081.37061
0.173964175,15030.50472,3585.200037,1,646.9514297,310.178771,6894.533137,305.385884,0.010773548,28.44662135,5697.289335,0.92952467,-0.368759932,0,200873.6065,-9.229497476,24081.20004
0.175430506,15157.19568,3585.029469,1,655.1366537,310.4300818,6895.203829,305.3692773,0.010890329,28.44965898,5698.120694,0.865787548,-0.500411752,0,200874.9385,-9.235119648,24081.02947
0.176896161,15283.82832,3584.858979,1,663.3230724,310.8165707,6895.984624,305.3550347,0.011018297,28.45344702,5699.088583,0.800960919,-0.598716632,0,200875.997,-9.239391179,24080.85898
0.178360235,15410.32429,3584.688673,2,311.5020879,311.3706322,6896.832086,305.343477,0.011146358,28.45764714,5700.139174,0.742686078,-0.669639746,0,200876.7598,-9.242362494,24080.68867
0.179822145,15536.63329,3584.518619,2,319.6670049,312.0986619,6897.695913,305.3347233,0.011260862,28.46188832,5701.21012,0.694067073,-0.719910341,0,200877.2116,-9.244182666,24080.51862
0.181281848,15662.75171,3584.348821,2,327.8143362,312.9799832,6898.522555,305.3286767,0.011347789,28.46579541,5702.235028,0.655667936,-0.755049374,0,200877.3441,-9.245089994,24080.34882
0.182739516,15788.69417,3584.17926,2,335.9420374,313.9699078,6899.259702,305.3250296,0.011395004,28.46901817,5703.149027,0.626993766,-0.779024272,0,200877.1557,-9.24539465,24080.17926
0.184195858,15914.52217,3584.009854,2,344.0513986,315.0061577,6899.861528,305.3232838,0.01139422,28.47126034,5703.895276,0.607272637,-0.794493514,0,200876.6509,-9.245455257,24080.00985
0.18565172,16040.30859,3583.840503,2,352.1447658,316.016365,6900.293083,305.3227896,0.011342327,28.47230246,5704.430413,0.595824624,-0.803114573,0,200875.8399,-9.245650814,24079.8405
0.187108091,16166.1391,3583.671093,2,360.2256297,316.9265106,6900.533868,305.3227958,0.011241979,28.47201952,5704.729,0.592203457,-0.805788475,0,200874.7383,-9.246351151,24079.67109
0.188565891,16292.09296,3583.501517,2,368.2973765,317.6695936,6900.579849,305.322508,0.011101379,28.47039101,5704.786019,0.596245427,-0.802802211,0,200873.3668,-9.247887859,24079.50152
0.190026033,16418.24923,3583.331668,2,376.363672,318.1946372,6900.44384,305.3211506,0.010933226,28.46750302,5704.617359,0.608077016,-0.79387804,0,200871.7509,-9.250528096,24079.33167
0.191489138,16544.66155,3583.161475,2,384.4268312,318.4749582,6900.154202,305.3180283,0.010752941,28.46354253,5704.258196,0.628096604,-0.778135371,0,200869.9205,-9.254452576,24079.16147
0.192955656,16671.36865,3582.990885,2,392.4884856,318.5144491,6899.752071,305.3125829,0.010576281,28.45878325,5703.75955,0.656918043,-0.753961991,0,200867.9102,-9.259740332,24078.99088
0.19442597,16798.40381,3582.819853,2,400.5501773,318.3491281,6899.287406,305.3044394,0.010416722,28.45356381,5703.183378,0.695228386,-0.718788906,0,200865.7579,-9.266361903,24078.81985
0.19590038,16925.79279,3582.648344,2,408.6132208,318.0419651,6898.81448,305.2934379,0.010283166,28.44826101,5702.596983,0.743444557,-0.668797571,0,200863.5044,-9.274180717,24078.64834
0.197379195,17053.56243,3582.476324,2,416.6792422,317.6708045,6898.387281,305.2796497,0.010178493,28.44325955,5702.067304,0.800978561,-0.59869303,0,200861.1929,-9.282963174,24078.47632
0.198862776,17181.74381,3582.303749,2,424.7503808,317.3119236,6898.05524,305.2633756,0.010099377,28.43892111,5701.655621,0.864876499,-0.501984703,0,200858.8676,-9.292395816,24078.30375
0.200351437,17310.36413,3582.130583,2,432.8287771,317.0237627,6897.859429,305.245129,0.010037419,28.43555478,5701.412849,0.92792891,-0.372757212,0,200856.5735,-9.302107927,24078.13058
0.201845262,17439.4306,3581.956816,2,440.91559,316.8350829,6897.829091,305.2256011,0.009981315,28.4333896,5701.375236,0.977692115,-0.210043158,0,200854.3556,-9.311699932,24077.95682
0.203344197,17568.93861,3581.782455,2,449.0115486,316.7399879,6897.978667,305.205598,0.00991955,28.43255141,5701.560683,0.999724628,-0.023466321,0,200852.2582,-9.32078099,24077.78245
0.204847851,17698.85435,3581.607545,2,457.1159195,316.7004958,6898.306426,305.1859551,0.009843017,28.43305102,5701.967055,0.986090104,0.166211635,0,200850.324,-9.329009318,24077.60754
0.206355445,17829.11044,3581.432176,2,465.2262935,316.6553915,6898.79604,305.1674442,0.00974692,28.43478844,5702.57412,0.941678308,0.336514434,0,200848.593,-9.336127235,24077.43218
0.207865739,17959.59985,3581.256494,2,473.3382266,316.5324054,6899.420524,305.1507089,0.009631644,28.43757092,5703.348439,0.880257946,0.474495467,0,200847.1016,-9.341977332,24077.25649
0.209377209,18090.19087,3581.080674,2,481.4461358,316.2607371,6900.145929,305.1362365,0.009502796,28.44113428,5704.247938,0.815437552,0.578845056,0,200845.8812,-9.346502589,24077.08067
0.210888175,18220.7383,3580.904914,2,489.5439333,315.7834095,6900.93333,305.1243456,0.009370675,28.44516232,5705.224365,0.755826714,0.654771699,0,200844.9567,-9.349741124,24076.90491
0.212396917,18351.09362,3580.729412,2,497.6255797,315.0699553,6901.740167,305.115172,0.009249092,28.44930691,5706.224951,0.705268901,0.708939897,0,200844.3461,-9.351821396,24076.72941
0.213901761,18481.11214,3580.554363,2,505.6854429,314.1278917,6902.522195,305.1086564,0.009153356,28.45321189,5707.194827,0.664742006,0.747072998,0,200844.0597,-9.352954787,24076.55436
0.215401514,18610.69081,3580.379907,2,513.7205513,313.0084929,6903.236479,305.1045427,0.009097558,28.45654058,5708.080734,0.633915448,0.773402356,0,200844.0999,-9.353422064,24076.37991
0.216895244,18739.74905,3580.206152,2,521.7293152,311.8028199,6903.844456,305.1023961,0.00909175,28.45900097,5708.834828,0.612052153,0.790817401,0,200844.4621,-9.353552783,24076.20615
0.218382638,18868.25996,3580.033133,2,529.7133757,310.6255725,6904.315197,305.1016344,0.009139716,28.4603683,5709.418727,0.598428085,0.801176527,0,200845.135,-9.353700811,24076.03313
